Identifiant station,Nom station,Station en fonctionnement,CapacitÃ© de la station,Nombre bornettes libres,Nombre total vÃ©los disponibles,VÃ©los mÃ©caniques disponibles,VÃ©los Ã©lectriques disponibles,Borne de paiement disponible,Retour vÃ©lib possible,Actualisation de la donnÃ©e,CoordonnÃ©es gÃ©ographiques,Nom communes Ã©quipÃ©es,Code INSEE communes Ã©quipÃ©es,station_velib_plus,geometry,Latitude,Longitude,arrondissement,quartier
13048,Wurtz - Tolbiac,OUI,28,22,2,1,1,OUI,OUI,2023-06-05T08:30:49+02:00,"48.82631195621006, 2.344585955142975",Paris,,FALSE,,48.82631195621006,2.344585955142975,13ème Ardt,Maison-Blanche
15123,Commerce - Letellier,OUI,44,30,12,12,0,OUI,OUI,2023-06-05T08:30:24+02:00,"48.84797660373612, 2.2966245196598805",Paris,,FALSE,,48.84797660373612,2.2966245196598805,15ème Ardt,Grenelle
11109,Pierre LevÃ©e - Fontaine Timbaud,OUI,23,17,3,3,0,OUI,OUI,2023-06-05T08:29:35+02:00,"48.86632723374305, 2.3711163550615306",Paris,,FALSE,,48.86632723374305,2.3711163550615306,11ème Ardt,Folie-Méricourt
21030,Fessart - ChÃ¢teau,OUI,20,15,3,1,2,OUI,OUI,2023-06-05T08:29:54+02:00,"48.84245, 2.23989",Boulogne-Billancourt,,FALSE,,48.84245,2.23989,Banlieue,Banlieue
15052,Convention - Vaugirard,OUI,48,45,1,1,0,OUI,OUI,2023-06-05T08:30:48+02:00,"48.83767682233156, 2.295586926020252",Paris,,FALSE,,48.83767682233156,2.295586926020252,15ème Ardt,Saint-Lambert
21031,CimetiÃ¨re de Boulogne-Billancourt,OUI,40,23,16,15,1,OUI,OUI,2023-06-05T08:30:12+02:00,"48.830764, 2.252024",Boulogne-Billancourt,,FALSE,,48.830764,2.252024,Banlieue,Banlieue
31021,RÃ©sistance - Hoche,OUI,29,28,1,0,1,OUI,OUI,2023-06-05T08:27:07+02:00,"48.864273423741956, 2.435784414410591",Montreuil,,FALSE,,48.864273423741956,2.435784414410591,Banlieue,Banlieue
21702,Gare SNCF Vanves-Malakoff,OUI,51,48,1,1,0,OUI,OUI,2023-06-05T08:29:39+02:00,"48.819002163836444, 2.292150005103606",Vanves,,FALSE,,48.819002163836444,2.292150005103606,Banlieue,Banlieue
16115,Raffet - Montmorency,OUI,42,30,11,3,8,OUI,OUI,2023-06-05T08:30:17+02:00,"48.85258670812, 2.2629252456151954",Paris,,FALSE,,48.85258670812,2.2629252456151954,16ème Ardt,Auteuil
17039,Place Saint-Ferdinand,OUI,38,28,10,4,6,OUI,OUI,2023-06-05T08:30:16+02:00,"48.87815529789739, 2.288518047864942",Paris,,FALSE,,48.87815529789739,2.288518047864942,17ème Ardt,Ternes
16024,Ranelagh - Maison de la Radio,OUI,22,2,19,16,3,OUI,OUI,2023-06-05T08:30:38+02:00,"48.85293603169479, 2.280449643731117",Paris,,FALSE,,48.85293603169479,2.280449643731117,16ème Ardt,Muette
20009,Docteurs DÃ©jÃ©rine - Pte de Montreuil,OUI,20,15,5,4,1,OUI,OUI,2023-06-05T08:28:57+02:00,"48.85398448133697, 2.41208288897222",Paris,,FALSE,,48.85398448133697,2.41208288897222,20ème Ardt,Charonne
15043,Brancion - Lefebvre,OUI,11,11,0,0,0,OUI,OUI,2023-06-05T08:30:34+02:00,"48.82900222785569, 2.301431038163409",Paris,,FALSE,,48.82900222785569,2.301431038163409,15ème Ardt,Saint-Lambert
10012,Vinaigriers - Magenta,OUI,25,23,2,0,2,OUI,OUI,2023-06-05T08:29:47+02:00,"48.8731167, 2.3593052",Paris,,FALSE,,48.8731167,2.3593052,10ème Ardt,Porte-Saint-Martin
22604,HÃ´tel de Ville de Fontenay-aux-Roses,OUI,34,33,1,0,1,OUI,OUI,2023-06-05T08:28:20+02:00,"48.790844603480856, 2.2871455930319455",Fontenay-aux-Roses,,FALSE,,48.790844603480856,2.2871455930319455,Banlieue,Banlieue
16101,Malakoff - Place de la Porte Maillot,OUI,31,5,12,8,4,OUI,OUI,2023-06-05T08:29:24+02:00,"48.876733496637506, 2.2834577411413193",Paris,,FALSE,,48.876733496637506,2.2834577411413193,16ème Ardt,Porte-Dauphine
21213,Vanne - GÃ©nÃ©ral de Gaulle,OUI,25,22,3,1,2,OUI,OUI,2023-06-05T08:30:37+02:00,"48.815007, 2.328318",Montrouge,,FALSE,,48.815007,2.328318,Banlieue,Banlieue
42305,Vanne - Saussaies,OUI,20,10,8,0,8,OUI,OUI,2023-06-05T08:30:13+02:00,"48.786404, 2.338848",Cachan,,FALSE,,48.786404,2.338848,Banlieue,Banlieue
16003,AndrÃ© Maurois - Joseph et Marie Hackin,OUI,29,21,6,1,5,OUI,OUI,2023-06-05T08:27:03+02:00,"48.8778983, 2.2789591",Paris,,FALSE,,48.8778983,2.2789591,16ème Ardt,Porte-Dauphine
11032,Jean-Pierre Timbaud - Vaucouleurs,OUI,47,45,1,0,1,OUI,OUI,2023-06-05T08:30:57+02:00,"48.867937, 2.377885",Paris,,FALSE,,48.867937,2.377885,11ème Ardt,Folie-Méricourt
5107,Pontoise - La Tournelle,OUI,23,19,4,2,2,OUI,OUI,2023-06-05T08:28:52+02:00,"48.850458009188, 2.3524542754922",Paris,,FALSE,,48.850458009188,2.3524542754922,5ème Ardt,Saint-Victor
13121,Bruneseau - Quai d'Ivry,OUI,48,2,42,25,17,OUI,OUI,2023-06-05T08:30:18+02:00,"48.82494563758295, 2.388566136360169",Ivry-sur-Seine,,FALSE,,48.82494563758295,2.388566136360169,13ème Ardt,Gare
32301,Mairie de Romainville,OUI,17,12,3,0,3,OUI,OUI,2023-06-05T08:26:00+02:00,"48.885109, 2.435679",Romainville,,FALSE,,48.885109,2.435679,Banlieue,Banlieue
21028,Pierre Lefaucheux - TraversiÃ¨re,OUI,35,21,14,10,4,OUI,OUI,2023-06-05T08:25:42+02:00,"48.82435208303827, 2.2417913004755974",Boulogne-Billancourt,,FALSE,,48.82435208303827,2.2417913004755974,Banlieue,Banlieue
21219,Amaury Duval - Gabriel PÃ©ri,OUI,36,34,2,0,2,OUI,OUI,2023-06-05T08:26:33+02:00,"48.81718759671675, 2.323841750621796",Montrouge,,FALSE,,48.81718759671675,2.323841750621796,Banlieue,Banlieue
21307,Victor Cresson - Telles de la Poterie,OUI,31,17,14,10,4,OUI,OUI,2023-06-05T08:29:06+02:00,"48.822698842979, 2.2686498274964",Issy-les-Moulineaux,,FALSE,,48.822698842979,2.2686498274964,Banlieue,Banlieue
10018,Square Alban Satragne,OUI,30,27,1,0,1,OUI,OUI,2023-06-05T08:23:22+02:00,"48.875388227727, 2.3559567333359",Paris,,FALSE,,48.875388227727,2.3559567333359,10ème Ardt,Porte-Saint-Denis
20007,Buzenval - Avron,OUI,50,47,3,1,2,OUI,OUI,2023-06-05T08:25:46+02:00,"48.851617204998654, 2.401513597307666",Paris,,FALSE,,48.851617204998654,2.401513597307666,20ème Ardt,Charonne
5014,Jean Calvin - Tournefort,OUI,28,17,11,8,3,OUI,OUI,2023-06-05T08:30:51+02:00,"48.84158856925782, 2.348489575088024",Paris,,FALSE,,48.84158856925782,2.348489575088024,5ème Ardt,Val-de-Grace
12043,Daumesnil - HÃ©brard,OUI,40,23,12,10,2,OUI,OUI,2023-06-05T08:30:26+02:00,"48.8429, 2.38474",Paris,,FALSE,,48.8429,2.38474,12ème Ardt,Bercy
13033,Porte d'Italie,OUI,13,10,2,1,1,OUI,OUI,2023-06-05T08:30:04+02:00,"48.817161987718954, 2.360236309468746",Paris,,FALSE,,48.817161987718954,2.360236309468746,13ème Ardt,Maison-Blanche
8549,George V - Christophe Colomb,OUI,24,8,16,8,8,OUI,OUI,2023-06-05T08:29:11+02:00,"48.87046, 2.30104",Paris,,FALSE,,48.87046,2.30104,8ème Ardt,Champs-Elysées
42701,Charles Gide - Fort de BicÃªtre,OUI,30,25,5,0,5,OUI,OUI,2023-06-05T08:30:42+02:00,"48.8071937956922, 2.353984415531159",Le Kremlin-BicÃªtre,,FALSE,,48.8071937956922,2.353984415531159,Banlieue,Banlieue
20108,Jardin de l'Hospice Debrousse,OUI,23,22,1,0,1,OUI,OUI,2023-06-05T08:24:59+02:00,"48.861451061938, 2.40568600595",Paris,,FALSE,,48.861451061938,2.40568600595,20ème Ardt,Charonne
16030,Place de Barcelone - Mirabeau,OUI,55,33,15,14,1,OUI,OUI,2023-06-05T08:29:52+02:00,"48.847623027364, 2.2735664248466",Paris,,FALSE,,48.847623027364,2.2735664248466,16ème Ardt,Auteuil
13011,HÃ´pital - Campo-Formio,OUI,16,13,2,1,1,OUI,OUI,2023-06-05T08:24:58+02:00,"48.835405, 2.358218",Paris,,FALSE,,48.835405,2.358218,13ème Ardt,Salpêtrière
22501,ThÃ©Ã¢tre de La Garenne,OUI,20,12,7,5,2,OUI,OUI,2023-06-05T08:27:14+02:00,"48.905768309295276, 2.2353921022349748",La Garenne-Colombes,,FALSE,,48.905768309295276,2.2353921022349748,Banlieue,Banlieue
31025,Paul Signac - Aristide Briand,OUI,35,35,0,0,0,OUI,OUI,2023-06-05T08:24:46+02:00,"48.86950262156371, 2.4502260982990265",Montreuil,,FALSE,,48.86950262156371,2.4502260982990265,Banlieue,Banlieue
15023,La Motte-Picquet - Grenelle,OUI,34,12,21,21,0,OUI,OUI,2023-06-05T08:30:42+02:00,"48.84858321339195, 2.299347817897797",Paris,,FALSE,,48.84858321339195,2.299347817897797,15ème Ardt,Grenelle
32001,Proudhon - PrÃ©sident Wilson,OUI,30,30,0,0,0,NON,NON,2023-06-05T08:25:41+02:00,"48.906442763495, 2.3584905266762",Saint-Denis,,FALSE,,48.906442763495,2.3584905266762,Banlieue,Banlieue
4001,Arcole - Notre-Dame,OUI,31,14,16,12,4,OUI,OUI,2023-06-05T08:29:26+02:00,"48.85388354132773, 2.3493797332048416",Paris,,FALSE,,48.85388354132773,2.3493797332048416,4ème Ardt,Notre-Dame
22008,Charles de Gaulle - Graviers,OUI,0,0,0,0,0,NON,NON,2022-12-05T06:50:36+01:00,"48.88315175918637, 2.2648814320564274",Neuilly-sur-Seine,,FALSE,,48.88315175918637,2.2648814320564274,Banlieue,Banlieue
44007,Camille Groult - Guy MÃ´quet,OUI,22,15,7,5,2,OUI,OUI,2023-06-05T08:30:49+02:00,"48.787482746521306, 2.3976725712418556",Vitry-sur-Seine,,FALSE,,48.787482746521306,2.3976725712418556,Banlieue,Banlieue
32011,Stade de France,OUI,44,26,18,4,14,OUI,OUI,2023-06-05T08:30:31+02:00,"48.919141953558054, 2.362065576016903",Saint-Denis,,FALSE,,48.919141953558054,2.362065576016903,Banlieue,Banlieue
6008,Assas - Luxembourg,OUI,33,30,2,1,1,OUI,OUI,2023-06-05T08:29:27+02:00,"48.84373446877937, 2.333428381875887",Paris,,FALSE,,48.84373446877937,2.333428381875887,6ème Ardt,Notre-Dame-des-Champs
20122,Vitruve - Davout,OUI,23,16,7,4,3,OUI,OUI,2023-06-05T08:28:48+02:00,"48.86053161154489, 2.4091592812626543",Paris,,FALSE,,48.86053161154489,2.4091592812626543,20ème Ardt,Charonne
10105,Mazagran - Bonne Nouvelle,OUI,25,24,1,0,1,OUI,OUI,2023-06-05T08:27:34+02:00,"48.870047123655, 2.3511248454452",Paris,,FALSE,,48.870047123655,2.3511248454452,10ème Ardt,Porte-Saint-Denis
16020,Place de la Porte de Passy,OUI,36,26,9,6,3,OUI,OUI,2023-06-05T08:29:10+02:00,"48.857341095470794, 2.2644165538827115",Paris,,FALSE,,48.857341095470794,2.2644165538827115,16ème Ardt,Auteuil
17003,Jacques Kellner - Saint-Ouen,OUI,45,43,1,0,1,OUI,OUI,2023-06-05T08:29:44+02:00,"48.895809485802886, 2.327897409164145",Paris,,FALSE,,48.895809485802886,2.327897409164145,17ème Ardt,Epinettes
11038,Temple - Charlot,OUI,45,36,5,3,2,OUI,OUI,2023-06-05T08:29:01+02:00,"48.865709343796, 2.3652737250724",Paris,,FALSE,,48.865709343796,2.3652737250724,11ème Ardt,Folie-Méricourt
35001,Jean JaurÃ¨s - OuvriÃ¨res PivÃ©reuses,OUI,20,8,12,8,4,OUI,OUI,2023-06-05T08:30:08+02:00,"48.91042343752563, 2.399576604366303",Pantin,,FALSE,,48.91042343752563,2.399576604366303,Banlieue,Banlieue
18027,DamrÃ©mont - Ordener,OUI,30,27,1,0,1,OUI,OUI,2023-06-05T08:29:25+02:00,"48.893400392981874, 2.336266523912805",Paris,,FALSE,,48.893400392981874,2.336266523912805,18ème Ardt,Grandes-Carrières
21204,Estienne d'Orves - Henri Ginoux,OUI,31,29,2,0,2,OUI,OUI,2023-06-05T08:28:55+02:00,"48.815388220397274, 2.320886790760933",Montrouge,,FALSE,,48.815388220397274,2.320886790760933,Banlieue,Banlieue
13126,Place Nationale - ChÃ¢teau-des-Rentiers,OUI,18,14,3,2,1,OUI,OUI,2023-06-05T08:30:36+02:00,"48.829268, 2.365212",Paris,,FALSE,,48.829268,2.365212,13ème Ardt,Gare
43001,Paris - LaitiÃ¨res,OUI,22,13,8,3,5,OUI,OUI,2023-06-05T08:24:13+02:00,"48.84630274151258, 2.4207553267478947",Vincennes,,FALSE,,48.84630274151258,2.4207553267478947,Banlieue,Banlieue
4003,Quai aux Fleurs - Pont Saint-Louis,OUI,21,8,13,12,1,OUI,OUI,2023-06-05T08:30:01+02:00,"48.85291595620935, 2.352195717394352",Paris,,FALSE,,48.85291595620935,2.352195717394352,4ème Ardt,Notre-Dame
13106,Bobillot - Paulin Mery,OUI,23,19,2,1,1,OUI,OUI,2023-06-05T08:30:12+02:00,"48.829899841747384, 2.3543356766748507",Paris,,FALSE,,48.829899841747384,2.3543356766748507,13ème Ardt,Maison-Blanche
8020,Batignolles - Beudant,OUI,44,41,2,0,2,OUI,OUI,2023-06-05T08:29:52+02:00,"48.88216401466375, 2.319852970540523",Paris,,FALSE,,48.88216401466375,2.319852970540523,17ème Ardt,Batignolles
11021,Charonne - Pierre Bayle,OUI,23,19,3,0,3,OUI,OUI,2023-06-05T08:27:54+02:00,"48.858445054262, 2.3903981223891",Paris,,FALSE,,48.858445054262,2.3903981223891,20ème Ardt,Père-Lachaise
17015,Place de LÃ©vis,OUI,48,44,2,0,2,OUI,OUI,2023-06-05T08:30:25+02:00,"48.883546851533254, 2.3131933808326726",Paris,,FALSE,,48.883546851533254,2.3131933808326726,17ème Ardt,Plaine de Monceaux
15064,Javel - AndrÃ© CitroÃ«n,OUI,45,4,39,37,2,OUI,OUI,2023-06-05T08:28:53+02:00,"48.846276485475, 2.2786368057131767",Paris,,FALSE,,48.846276485475,2.2786368057131767,15ème Ardt,Javel
42003,Place de l'Insurrection d'AoÃ»t 1944,OUI,30,21,9,9,0,OUI,OUI,2023-06-05T08:28:07+02:00,"48.81477852751594, 2.398074567317963",Ivry-sur-Seine,,FALSE,,48.81477852751594,2.398074567317963,Banlieue,Banlieue
15030,Emeriau - Beaugrenelle,OUI,74,59,15,13,2,OUI,OUI,2023-06-05T08:30:58+02:00,"48.84791249714942, 2.2843059897422795",Paris,,FALSE,,48.84791249714942,2.2843059897422795,15ème Ardt,Grenelle
13128,Quai de la Gare - Pont de Bercy,OUI,30,7,20,11,9,OUI,OUI,2023-06-05T08:30:23+02:00,"48.83730787972, 2.3740861260598",Paris,,FALSE,,48.83730787972,2.3740861260598,13ème Ardt,Gare
12007,Gare de Lyon - Chalon,OUI,45,8,35,24,11,OUI,OUI,2023-06-05T08:30:27+02:00,"48.845666194202, 2.3741452395916",Paris,,FALSE,,48.845666194202,2.3741452395916,12ème Ardt,Quinze-Vingts
23003,PrÃ©sident Wilson - Baudin,OUI,28,6,21,9,12,OUI,OUI,2023-06-05T08:30:55+02:00,"48.89826887103676, 2.2849336266517644",Levallois-Perret,,FALSE,,48.89826887103676,2.2849336266517644,Banlieue,Banlieue
14010,Jean Moulin - Place Victor et HÃ©lÃ¨ne Basch,OUI,41,41,0,0,0,NON,NON,2023-06-05T08:24:06+02:00,"48.82764910241, 2.3261967301369",Paris,,FALSE,,48.82764910241,2.3261967301369,14ème Ardt,Petit-Montrouge
14131,Jourdan - Monticelli,OUI,30,25,5,2,3,OUI,OUI,2023-06-05T08:27:56+02:00,"48.822032, 2.329095",Paris,,FALSE,,48.822032,2.329095,14ème Ardt,Petit-Montrouge
13032,Italie - Jardin Joan Miro,OUI,26,22,2,1,1,OUI,OUI,2023-06-05T08:30:08+02:00,"48.81990914045756, 2.3592948541045193",Paris,,FALSE,,48.81990914045756,2.3592948541045193,13ème Ardt,Maison-Blanche
17023,Porte d'AsniÃ¨res,OUI,36,33,3,3,0,OUI,OUI,2023-06-05T08:29:32+02:00,"48.89035817610495, 2.3036286234855656",Paris,,FALSE,,48.89035817610495,2.3036286234855656,17ème Ardt,Batignolles
8037,Monceau - Malesherbes,OUI,38,9,29,13,16,OUI,OUI,2023-06-05T08:30:43+02:00,"48.8795079, 2.3145456",Paris,,FALSE,,48.8795079,2.3145456,8ème Ardt,Europe
19108,Gaston Tessier - Rosa Parks RER,OUI,37,32,5,1,4,OUI,OUI,2023-06-05T08:30:06+02:00,"48.8963765, 2.3743692",Paris,,FALSE,,48.8963765,2.3743692,19ème Ardt,Pont-de-Flandre
27004,Gare de la Garenne-Colombes,OUI,28,20,7,3,4,OUI,OUI,2023-06-05T08:28:46+02:00,"48.909752, 2.239145",Colombes,,FALSE,,48.909752,2.239145,Banlieue,Banlieue
4016,Lobau - HÃ´tel de Ville,OUI,60,46,13,6,7,OUI,OUI,2023-06-05T08:27:59+02:00,"48.8562118, 2.3532536",Paris,,FALSE,,48.8562118,2.3532536,4ème Ardt,Saint-Merri
11017,Charonne - Bureau,OUI,47,42,1,1,0,OUI,OUI,2023-06-05T08:30:03+02:00,"48.854176, 2.396093",Paris,,FALSE,,48.854176,2.396093,11ème Ardt,Sainte-Marguerite
42501,Raspail - Albert Schweitzer,OUI,28,4,23,21,2,OUI,OUI,2023-06-05T08:30:03+02:00,"48.81031545, 2.34395871",Gentilly,,FALSE,,48.81031545,2.34395871,Banlieue,Banlieue
92001,Mairie de quartier du Plateau - Mont-ValÃ©rien,OUI,20,19,0,0,0,OUI,OUI,2023-06-05T08:30:23+02:00,"48.8799933, 2.2072437",Nanterre,,FALSE,,48.8799933,2.2072437,Banlieue,Banlieue
13109,Brillat-Savarin - KÃ¼ss,OUI,21,11,9,9,0,OUI,OUI,2023-06-05T08:26:12+02:00,"48.822203, 2.350422",Paris,,FALSE,,48.822203,2.350422,13ème Ardt,Maison-Blanche
23004,Paul Vaillant-Couturier - Victor Hugo,OUI,36,30,6,5,1,OUI,OUI,2023-06-05T08:30:27+02:00,"48.89819702263572, 2.293848017974069",Levallois-Perret,,FALSE,,48.89819702263572,2.293848017974069,Banlieue,Banlieue
4002,MarchÃ© aux fleurs,OUI,23,3,20,17,3,OUI,OUI,2023-06-05T08:30:56+02:00,"48.85525811539143, 2.3473754525184636",Paris,,FALSE,,48.85525811539143,2.3473754525184636,4ème Ardt,Notre-Dame
15005,Place Jacques et ThÃ©rÃ¨se TrÃ©fouÃ«l,OUI,43,37,5,2,3,OUI,OUI,2023-06-05T08:30:59+02:00,"48.842726498317, 2.3125657439232",Paris,,FALSE,,48.842726498317,2.3125657439232,15ème Ardt,Necker
42209,Place de l'Europe - Quai de Bercy,OUI,17,6,11,5,6,OUI,OUI,2023-06-05T08:25:53+02:00,"48.82529858840266, 2.3945679143071175",Charenton-le-Pont,,FALSE,,48.82529858840266,2.3945679143071175,Banlieue,Banlieue
15057,Lucien Bossoutrot - GÃ©nÃ©ral Martial Vallin,OUI,39,0,39,27,12,OUI,OUI,2023-06-05T08:30:42+02:00,"48.836956046311, 2.2741072252393",Paris,,FALSE,,48.836956046311,2.2741072252393,15ème Ardt,Javel
22206,Louis Pasteur - Albert Petit,OUI,31,27,4,1,3,OUI,OUI,2023-06-05T08:28:31+02:00,"48.796261, 2.317289",Bagneux,,FALSE,,48.796261,2.317289,Banlieue,Banlieue
23010,Voltaire - Anatole France,OUI,27,7,19,15,4,OUI,OUI,2023-06-05T08:30:27+02:00,"48.891999360256904, 2.284262739121914",Levallois-Perret,,FALSE,,48.891999360256904,2.284262739121914,Banlieue,Banlieue
21217,Louis Rolland - RÃ©publique,OUI,26,22,3,0,3,OUI,OUI,2023-06-05T08:29:19+02:00,"48.81710889740748, 2.3193106434955717",Montrouge,,FALSE,,48.81710889740748,2.3193106434955717,Banlieue,Banlieue
6027,Blaise-Desgoffe - Vaugirard,OUI,32,29,3,2,1,OUI,OUI,2023-06-05T08:29:35+02:00,"48.846128877747, 2.3242672160268",Paris,,FALSE,,48.846128877747,2.3242672160268,6ème Ardt,Notre-Dame-des-Champs
9114,Faubourg PoissonniÃ¨re - Dunkerque,OUI,30,30,0,0,0,OUI,OUI,2023-06-05T08:30:48+02:00,"48.880883445404436, 2.349934279918671",Paris,,FALSE,,48.880883445404436,2.349934279918671,10ème Ardt,Saint-Vincent-de-Paul
22408,Place du 14 Juillet,OUI,22,19,3,1,2,OUI,OUI,2023-06-05T08:29:53+02:00,"48.8192669595252, 2.30119988322258",Malakoff,,FALSE,,48.8192669595252,2.30119988322258,Banlieue,Banlieue
16011,Victor Hugo - La Pompe,OUI,41,24,6,3,3,OUI,OUI,2023-06-05T08:30:07+02:00,"48.86795222470859, 2.28146318346262",Paris,,FALSE,,48.86795222470859,2.28146318346262,16ème Ardt,Porte-Dauphine
13044,Place Jeanne d'Arc,OUI,36,34,1,0,1,OUI,OUI,2023-06-05T08:30:58+02:00,"48.829575, 2.369126",Paris,,FALSE,,48.829575,2.369126,13ème Ardt,Gare
25001,Colmar - Victor Hugo,OUI,32,1,31,6,25,OUI,OUI,2023-06-05T08:29:48+02:00,"48.88652251096166, 2.173960916697979",Rueil-Malmaison,,FALSE,,48.88652251096166,2.173960916697979,Banlieue,Banlieue
4020,Place Edmond Michelet,OUI,23,22,0,0,0,OUI,OUI,2023-06-05T08:29:23+02:00,"48.860134890542, 2.3500636965036",Paris,,FALSE,,48.860134890542,2.3500636965036,4ème Ardt,Saint-Merri
35007,Benjamin Delessert - Jean Lolive,OUI,21,18,2,0,2,OUI,OUI,2023-06-05T08:30:22+02:00,"48.89392043619345, 2.417981922626496",Pantin,,FALSE,,48.89392043619345,2.417981922626496,Banlieue,Banlieue
9024,Taitbout - La Fayette,OUI,53,25,28,17,11,OUI,OUI,2023-06-05T08:30:47+02:00,"48.87332988919973, 2.3352625966072087",Paris,,FALSE,,48.87332988919973,2.3352625966072087,9ème Ardt,Chaussée-d'Antin
47001,Place de la Gare,OUI,46,23,23,20,3,OUI,OUI,2023-06-05T08:30:24+02:00,"48.80253358011283, 2.4275037646293645",Maisons-Alfort,,FALSE,,48.80253358011283,2.4275037646293645,Banlieue,Banlieue
1021,Halles - Bourdonnais,OUI,20,16,4,1,3,OUI,OUI,2023-06-05T08:29:25+02:00,"48.860448992575, 2.3460162431002",Paris,,FALSE,,48.860448992575,2.3460162431002,1er Ardt,Halles
44101,Place Mongolfier,OUI,39,22,13,11,2,OUI,OUI,2023-06-05T08:26:22+02:00,"48.815160030060376, 2.4592879414558415",Saint-Maurice,,FALSE,,48.815160030060376,2.4592879414558415,Banlieue,Banlieue
35006,Delizy - Louis Nadot,OUI,22,7,14,2,12,OUI,OUI,2023-06-05T08:27:48+02:00,"48.896212845581346, 2.4094578623771667",Pantin,,FALSE,,48.896212845581346,2.4094578623771667,Banlieue,Banlieue
21306,Place Lafayette,OUI,62,2,58,47,11,OUI,OUI,2023-06-05T08:30:36+02:00,"48.829654975522, 2.2638675570488",Issy-les-Moulineaux,,FALSE,,48.829654975522,2.2638675570488,Banlieue,Banlieue
18041,Rochechouart - Martyrs,OUI,20,18,1,1,0,OUI,OUI,2023-06-05T08:29:10+02:00,"48.882193779572, 2.3405495658517",Paris,,FALSE,,48.882193779572,2.3405495658517,18ème Ardt,Clignancourt
22303,Lucien Lanternier - Le Luth,OUI,27,16,11,7,4,OUI,OUI,2023-06-05T08:30:18+02:00,"48.93159430558871, 2.2889783978462224",Gennevilliers,,FALSE,,48.93159430558871,2.2889783978462224,Banlieue,Banlieue
22015,ÃŽle de la Jatte,OUI,23,18,5,0,5,OUI,OUI,2023-06-05T08:29:41+02:00,"48.894036161302104, 2.2666339203715324",Neuilly-sur-Seine,,FALSE,,48.894036161302104,2.2666339203715324,Banlieue,Banlieue
18038,Rond-Point de la Chapelle,OUI,0,0,0,0,0,NON,NON,2023-02-21T23:23:33+01:00,"48.895126609314, 2.3599711060524",Paris,,FALSE,,48.895126609314,2.3599711060524,18ème Ardt,La Chapelle
44016,Balzac - Olympes de Gouges,OUI,28,9,19,14,5,OUI,OUI,2023-06-05T08:29:21+02:00,"48.77850332486751, 2.4006786569952965",Vitry-sur-Seine,,FALSE,,48.77850332486751,2.4006786569952965,Banlieue,Banlieue
43010,La Jarry - Place Diderot,OUI,25,24,0,0,0,OUI,OUI,2023-06-05T08:30:48+02:00,"48.849726940367326, 2.452013790607453",Vincennes,,FALSE,,48.849726940367326,2.452013790607453,Banlieue,Banlieue
44005,Place Saint-Just,OUI,22,10,11,9,2,OUI,OUI,2023-06-05T08:29:57+02:00,"48.790379518724265, 2.3895226791501045",Vitry-sur-Seine,,FALSE,,48.790379518724265,2.3895226791501045,Banlieue,Banlieue
17107,Berthier - Place Stuart Merril,OUI,37,35,2,1,1,OUI,OUI,2023-06-05T08:30:52+02:00,"48.885927922355044, 2.2933450341224675",Paris,,FALSE,,48.885927922355044,2.2933450341224675,17ème Ardt,Plaine de Monceaux
17119,Toqueville - Cardinet,OUI,33,31,2,1,1,OUI,OUI,2023-06-05T08:29:10+02:00,"48.88490187110713, 2.3109393194317818",Paris,,FALSE,,48.88490187110713,2.3109393194317818,17ème Ardt,Plaine de Monceaux
16002,PergolÃ¨se - Malakoff,OUI,38,25,11,8,3,OUI,OUI,2023-06-05T08:30:12+02:00,"48.87521088779225, 2.2842781618237495",Paris,,FALSE,,48.87521088779225,2.2842781618237495,16ème Ardt,Chaillot
9004,GÃ©rando - Rochechouart,OUI,21,19,1,0,1,OUI,OUI,2023-06-05T08:30:35+02:00,"48.88294340845, 2.3464846238494",Paris,,FALSE,,48.88294340845,2.3464846238494,9ème Ardt,Rochechouart
15004,Vaugirard - Pasteur,OUI,21,19,2,2,0,OUI,OUI,2023-06-05T08:29:32+02:00,"48.84040868803496, 2.3154367133975033",Paris,,FALSE,,48.84040868803496,2.3154367133975033,15ème Ardt,Necker
51002,Placette GrÃ©goire Collas,OUI,24,2,22,16,6,OUI,OUI,2023-06-05T08:30:07+02:00,"48.94342014002797, 2.2487476095557213",Argenteuil,,FALSE,,48.94342014002797,2.2487476095557213,Banlieue,Banlieue
18007,Goutte d'or - BarbÃ¨s,OUI,20,17,1,0,1,OUI,OUI,2023-06-05T08:30:57+02:00,"48.885124323627, 2.3496962338686",Paris,,FALSE,,48.885124323627,2.3496962338686,18ème Ardt,Goutte-d'Or
15071,Suffren - Champ de Mars,OUI,23,7,15,12,3,OUI,OUI,2023-06-05T08:29:59+02:00,"48.8547194, 2.2952168",Paris,,FALSE,,48.8547194,2.2952168,15ème Ardt,Grenelle
19128,Quai de l'Oise - Aisne,OUI,30,30,0,0,0,OUI,OUI,2023-06-05T08:30:12+02:00,"48.8906231, 2.3833701",Paris,,FALSE,,48.8906231,2.3833701,19ème Ardt,Pont-de-Flandre
15102,Square Bela Bartok,OUI,24,8,13,12,1,OUI,OUI,2023-06-05T08:30:10+02:00,"48.85120156830401, 2.2846536710858345",Paris,,FALSE,,48.85120156830401,2.2846536710858345,15ème Ardt,Grenelle
